dist_km,epoch,loss,s2_loss,step,text_loss
7631.82421875,0,24.812271118164062,24.761959075927734,809,0.10062439739704132
9350.6591796875,0,21.428054809570312,21.375032424926758,819,0.10604348033666611
7628.826171875,0,21.782838821411133,21.728504180908203,829,0.10866840928792953
9922.033203125,0,22.381162643432617,22.328222274780273,839,0.1058809906244278
8733.244140625,0,19.818647384643555,19.766380310058594,849,0.10453592240810394
8141.15625,0,21.34601402282715,21.293201446533203,859,0.10562701523303986
8230.1748046875,0,24.378503799438477,24.326000213623047,869,0.10500742495059967
8608.666015625,0,19.40192222595215,19.34754180908203,879,0.1087602823972702
8988.037109375,0,16.266494750976562,16.213611602783203,889,0.1057649478316307
10009.2568359375,0,17.15564727783203,17.102275848388672,899,0.10674387216567993
9493.064453125,0,19.153623580932617,19.099735260009766,909,0.10777851939201355
7950.08349609375,0,18.452016830444336,18.39933967590332,919,0.1053558886051178
8552.1171875,0,24.838253021240234,24.783531188964844,929,0.10944255441427231
8240.115234375,0,25.893362045288086,25.840377807617188,939,0.1059667095541954
8546.2958984375,0,20.855283737182617,20.80414390563965,949,0.10227806866168976
8912.107421875,0,26.16501235961914,26.113492965698242,959,0.10303992033004761
9047.5283203125,0,20.69697380065918,20.646366119384766,969,0.1012144535779953
9588.921875,0,18.746166229248047,18.69511604309082,979,0.10209944099187851
8874.3056640625,0,20.145587921142578,20.093183517456055,989,0.10480938851833344
9400.03125,0,19.43266487121582,19.381052017211914,999,0.10322503745555878
7330.33935546875,0,26.178380966186523,26.123857498168945,1009,0.10904555022716522
8170.345703125,0,24.118913650512695,24.06603240966797,1019,0.10576258599758148
10330.69140625,0,25.81633949279785,25.761009216308594,1029,0.11066081374883652
6581.390625,0,29.630191802978516,29.572021484375,1039,0.1163388192653656
9589.82421875,0,23.009641647338867,22.9537410736084,1049,0.1117996871471405
7819.35546875,0,27.849637985229492,27.792022705078125,1059,0.11523205041885376
9806.8720703125,0,23.167072296142578,23.111042022705078,1069,0.11206172406673431
8368.09375,0,25.1689510345459,25.109342575073242,1079,0.11921825259923935
8970.9482421875,0,29.513566970825195,29.454776763916016,1089,0.11757999658584595
9011.8271484375,0,26.739660263061523,26.68341064453125,1099,0.11250030994415283
8906.3740234375,0,27.307531356811523,27.248687744140625,1109,0.11768561601638794
7681.41943359375,0,25.315059661865234,25.257408142089844,1119,0.11530118435621262
8165.0888671875,0,26.40445327758789,26.347063064575195,1129,0.11478124558925629
9838.595703125,0,27.542016983032227,27.485204696655273,1139,0.1136234924197197
7901.4638671875,0,27.0698299407959,27.01144790649414,1149,0.11676361411809921
9016.306640625,0,28.545724868774414,28.486309051513672,1159,0.11883038282394409
9014.11328125,0,25.636463165283203,25.580415725708008,1169,0.11209450662136078
8335.515625,0,28.18937873840332,28.134061813354492,1179,0.11063262075185776
9369.830078125,0,27.548511505126953,27.493900299072266,1189,0.10922089219093323
9403.5537109375,0,17.48230743408203,17.42755699157715,1199,0.1094999611377716
9888.4287109375,0,24.533109664916992,24.476438522338867,1209,0.11334158480167389
8232.2421875,0,22.659305572509766,22.601633071899414,1219,0.11534478515386581
7970.53271484375,0,26.91120719909668,26.85395050048828,1229,0.11451339721679688
8504.388671875,0,22.950992584228516,22.894498825073242,1239,0.11298670619726181
8795.927734375,0,27.84481430053711,27.788833618164062,1249,0.11196177452802658
8664.185546875,0,28.957530975341797,28.90164566040039,1259,0.11177190393209457
6445.119140625,0,26.70255470275879,26.646930694580078,1269,0.11124976724386215
7908.1591796875,0,22.591739654541016,22.536041259765625,1279,0.11139707267284393
9856.796875,0,22.490097045898438,22.436668395996094,1289,0.10685571283102036
9678.732421875,0,28.54726791381836,28.48556900024414,1299,0.1233961284160614
7919.13037109375,0,38.362831115722656,38.30610656738281,1309,0.11345048993825912
8813.5166015625,0,28.64664649963379,28.592527389526367,1319,0.10823902487754822
8250.548828125,0,26.8641414642334,26.81060028076172,1329,0.10708217322826385
8594.828125,0,27.17068862915039,27.116498947143555,1339,0.10837890952825546
9154.662109375,0,31.12599754333496,31.07261085510254,1349,0.10677355527877808
9570.732421875,0,29.593374252319336,29.536760330200195,1359,0.11322911828756332
8733.1767578125,0,26.60311508178711,26.54729461669922,1369,0.11163949966430664
8244.884765625,0,25.89065170288086,25.836517333984375,1379,0.10826744884252548
9127.8515625,0,24.444416046142578,24.39090347290039,1389,0.10702469199895859
9778.58203125,0,23.37215805053711,23.3052921295166,1399,0.13373060524463654
8170.9609375,0,30.116376876831055,30.06121826171875,1409,0.110316202044487
9318.810546875,0,23.595182418823242,23.538143157958984,1419,0.11407850682735443
8756.0859375,0,22.002925872802734,21.945205688476562,1429,0.11543917655944824
9110.310546875,0,23.956466674804688,23.901750564575195,1439,0.1094324141740799
7071.484375,0,23.14000701904297,23.0855712890625,1449,0.10887222737073898
8176.23046875,0,29.547672271728516,29.493358612060547,1459,0.10862769931554794
9306.4404296875,0,29.915739059448242,29.861690521240234,1469,0.10809707641601562
8351.9462890625,0,26.94600486755371,26.88982391357422,1479,0.11236023902893066
9616.00390625,0,25.354360580444336,25.299312591552734,1489,0.11009587347507477
8216.580078125,0,24.140729904174805,24.083759307861328,1499,0.11394165456295013
8736.7607421875,0,21.182828903198242,21.128440856933594,1509,0.10877719521522522
8187.09912109375,0,21.07558822631836,21.021873474121094,1519,0.10743018239736557
8546.1064453125,0,23.68463706970215,23.63064956665039,1529,0.10797446221113205
7485.0908203125,0,25.427793502807617,25.375782012939453,1539,0.10402204841375351
8889.974609375,0,25.79739761352539,25.744815826416016,1549,0.10516518354415894
9011.84765625,0,26.109203338623047,26.05801773071289,1559,0.10237205028533936
8975.44921875,0,23.376420974731445,23.323463439941406,1569,0.105913907289505
7835.9013671875,0,23.17632293701172,23.12309455871582,1579,0.10645759105682373
8783.7294921875,0,30.103986740112305,30.05160903930664,1589,0.10475358366966248
8788.4931640625,0,19.95180892944336,19.8995418548584,1599,0.10453509539365768
7569.07568359375,0,25.386127471923828,25.331493377685547,1609,0.10926632583141327
7100.26904296875,0,31.27911376953125,31.225908279418945,1619,0.10641147941350937
9342.173828125,0,25.288330078125,25.23011589050293,1629,0.11642888188362122
8454.01171875,0,22.180959701538086,22.124549865722656,1639,0.1128203421831131
9782.88671875,0,30.79644775390625,30.73876190185547,1649,0.11537188291549683
8567.8544921875,0,23.93227767944336,23.87412452697754,1659,0.1163063794374466
9325.6123046875,0,21.371557235717773,21.312726974487305,1669,0.11765901744365692
8655.7001953125,0,26.572872161865234,26.516006469726562,1679,0.11373301595449448
9621.666015625,0,19.578012466430664,19.52086639404297,1689,0.11429373919963837
9426.169921875,0,28.97871208190918,28.923542022705078,1699,0.11033874750137329
8182.0830078125,0,25.514657974243164,25.458351135253906,1709,0.11261334270238876
8246.5302734375,0,31.627094268798828,31.57139015197754,1719,0.11140670627355576
9034.7158203125,0,23.467727661132812,23.41360855102539,1729,0.10823993384838104
6208.0107421875,0,27.41358184814453,27.35564613342285,1739,0.11587300151586533
9274.236328125,0,27.553646087646484,27.49875831604004,1749,0.10977727174758911
9679.10546875,0,21.363513946533203,21.302064895629883,1759,0.12289689481258392
7520.548828125,0,26.06904411315918,26.00872230529785,1769,0.12064327299594879
8705.869140625,0,32.357460021972656,32.300872802734375,1779,0.11317719519138336
8734.9755859375,0,31.62561798095703,31.571033477783203,1789,0.10916875302791595
10178.9404296875,0,26.169281005859375,26.109895706176758,1799,0.11877243965864182
8663.072265625,0,26.03005027770996,25.971343994140625,1809,0.11741364002227783
8979.55859375,0,27.973072052001953,27.91675567626953,1819,0.11263343691825867
8423.9326171875,0,23.22743034362793,23.17366600036621,1829,0.10752861201763153
7528.96630859375,0,23.81493377685547,23.760595321655273,1839,0.10867860168218613
9824.3515625,0,20.51171112060547,20.456096649169922,1849,0.11122937500476837
7848.21240234375,0,19.671586990356445,19.616966247558594,1859,0.10924168676137924
7804.6005859375,0,23.15081024169922,23.09566879272461,1869,0.11028101295232773
9832.8857421875,0,24.826738357543945,24.775644302368164,1879,0.10218733549118042
8873.646484375,0,17.192167282104492,17.139934539794922,1889,0.10446729511022568
8626.21484375,0,25.32577133178711,25.271968841552734,1899,0.10760486125946045
8611.06640625,0,28.513891220092773,28.458534240722656,1909,0.11071459949016571
9644.7119140625,0,27.293529510498047,27.237632751464844,1919,0.11179354041814804
8580.548828125,0,29.781444549560547,29.728315353393555,1929,0.10625825822353363
8821.9140625,0,21.504730224609375,21.45054817199707,1939,0.1083635538816452
7831.05078125,0,19.860855102539062,19.802509307861328,1949,0.11669228971004486
8223.1904296875,0,27.042678833007812,26.985567092895508,1959,0.11422203481197357
9406.71875,0,25.7210750579834,25.66573715209961,1969,0.11067512631416321
8927.091796875,0,30.4659481048584,30.40994644165039,1979,0.1120046079158783
7865.5400390625,0,24.619403839111328,24.56367301940918,1989,0.11146091669797897
